odds,Date,home_team,away_team,Game,Round,Goals,Behinds,Points,Margin,Venue,Opposition,Opposition Goals,Opposition Behinds,Opposition Points,odds_away,Goals_away,Behinds_away,Margin_away
1.1964,30/04/2017,Adelaide,Richmond,15047,6,21,14,140,76,Adelaide Oval,Richmond,10,4,64,6.0676,10,4,-76
2.0958,30/04/2017,Essendon,Melbourne,15045,6,10,14,74,-38,Docklands,Melbourne,17,10,112,1.9057,17,10,38
1.323,30/04/2017,Geelong,Collingwood,15046,6,11,12,78,-29,M.C.G.,Collingwood,15,17,107,4.0789,15,17,29
2.8862,5/05/2017,St Kilda,GWS,15048,7,16,12,108,23,Docklands,GWS,12,13,85,1.5313,12,13,-23
1.1549,13/05/2017,Adelaide,Melbourne,15062,8,9,12,66,-41,Adelaide Oval,Melbourne,17,5,107,7.4577,17,5,41
3.6198,13/05/2017,Essendon,Geelong,15061,8,17,8,110,17,M.C.G.,Geelong,13,15,93,1.3622,13,15,-17
1.2461,13/05/2017,GWS,Collingwood,15060,8,15,12,102,3,Sydney Showground,Collingwood,15,9,99,4.9629,15,9,-3
1.1501,13/05/2017,Hawthorn,Brisbane,15058,8,17,11,113,38,York Park,Brisbane,11,9,75,7.6141,11,9,-38
1.3439,13/05/2017,St Kilda,Carlton,15059,8,12,13,85,19,Docklands,Carlton,10,6,66,3.9237,10,6,-19
3.6576,14/05/2017,Gold Coast,Port Adelaide,15063,8,4,14,38,-72,Jiangwan Stadium,Port Adelaide,16,14,110,1.3746,16,14,72
1.7938,14/05/2017,North Melbourne,Sydney,15065,8,11,12,78,-42,Docklands,Sydney,18,12,120,2.2516,18,12,42
1.4892,14/05/2017,Richmond,Fremantle,15064,8,10,10,70,-2,M.C.G.,Fremantle,10,12,72,3.0369,10,12,2
2.0041,19/05/2017,Geelong,Western Bulldogs,15066,9,16,8,104,23,Kardinia Park,Western Bulldogs,12,9,81,1.9785,12,9,-23
13.2392,20/05/2017,Brisbane,Adelaide,15069,9,7,18,60,-80,Gabba,Adelaide,21,14,140,1.0725,21,14,80
1.5234,20/05/2017,Collingwood,Hawthorn,15070,9,13,12,90,18,M.C.G.,Hawthorn,11,6,72,2.8792,11,6,-18
1.2941,20/05/2017,GWS,Richmond,15068,9,11,12,78,3,Sydney Showground,Richmond,10,15,75,4.3629,10,15,-3
2.0953,20/05/2017,St Kilda,Sydney,15067,9,10,8,68,-50,Docklands,Sydney,18,10,118,1.9048,18,10,50
2.4966,21/05/2017,Essendon,West Coast,15071,9,19,11,125,61,Docklands,West Coast,8,16,64,1.6669,8,16,-61
1.3753,21/05/2017,Fremantle,Carlton,15073,9,13,8,86,35,Subiaco,Carlton,7,9,51,3.6165,7,9,-35
1.6718,21/05/2017,Melbourne,North Melbourne,15072,9,13,12,90,-14,M.C.G.,North Melbourne,15,14,104,2.4728,15,14,14
1.7555,25/05/2017,Geelong,Port Adelaide,15074,10,11,15,81,2,Kardinia Park,Port Adelaide,11,13,79,2.3161,11,13,-2
1.1762,26/05/2017,Sydney,Hawthorn,15075,10,11,9,75,-6,S.C.G.,Hawthorn,12,9,81,6.5384,12,9,6
1.1961,27/05/2017,Adelaide,Fremantle,15079,10,20,23,143,100,Adelaide Oval,Fremantle,6,7,43,6.0998,6,7,-100
1.4228,27/05/2017,Melbourne,Gold Coast,15077,10,18,14,122,35,Traeger Park,Gold Coast,13,9,87,3.3232,13,9,-35
1.864,27/05/2017,Richmond,Essendon,15078,10,11,15,81,15,M.C.G.,Essendon,10,6,66,2.1475,10,6,-15
1.5103,27/05/2017,Western Bulldogs,St Kilda,15076,10,13,12,90,40,Docklands,St Kilda,7,8,50,2.9776,7,8,-40
3.72,28/05/2017,Carlton,North Melbourne,15081,10,15,6,96,-17,Docklands,North Melbourne,17,11,113,1.3679,17,11,17
1.0891,28/05/2017,Collingwood,Brisbane,15080,10,18,21,129,45,M.C.G.,Brisbane,13,6,84,12.2607,13,6,-45
1.5741,28/05/2017,West Coast,GWS,15082,10,14,6,90,-8,Subiaco,GWS,14,14,98,2.7008,14,14,8
2.3106,15/06/2017,West Coast,Geelong,15096,13,11,17,83,13,Subiaco,Geelong,10,10,70,1.7589,10,10,-13
2.0898,16/06/2017,North Melbourne,St Kilda,15097,13,10,12,72,-17,Docklands,St Kilda,12,17,89,1.9074,12,17,17
1.4096,17/06/2017,Gold Coast,Carlton,15100,13,11,7,73,-10,Carrara,Carlton,12,11,83,3.4399,12,11,10
1.0691,17/06/2017,Port Adelaide,Brisbane,15099,13,18,13,121,40,Adelaide Oval,Brisbane,12,9,81,15.0364,12,9,-40
2.052,17/06/2017,Richmond,Sydney,15098,13,10,11,71,-9,M.C.G.,Sydney,12,8,80,1.9448,12,8,9
1.686,18/06/2017,Western Bulldogs,Melbourne,15101,13,8,8,56,-57,Docklands,Melbourne,17,11,113,2.4531,17,11,57
1.1214,22/06/2017,Adelaide,Hawthorn,15102,14,12,10,82,-14,Adelaide Oval,Hawthorn,14,12,96,8.9584,14,12,14
1.4299,23/06/2017,Sydney,Essendon,15103,14,11,20,86,1,S.C.G.,Essendon,12,13,85,3.3417,12,13,-1
4.6612,24/06/2017,Brisbane,GWS,15105,14,12,14,86,-60,Gabba,GWS,22,14,146,1.266,22,14,60
2.1025,24/06/2017,Collingwood,Port Adelaide,15104,14,9,8,62,-31,M.C.G.,Port Adelaide,13,15,93,1.8959,13,15,31
1.8047,24/06/2017,West Coast,Melbourne,15107,14,14,12,96,-3,Subiaco,Melbourne,15,9,99,2.2379,15,9,3
1.6414,24/06/2017,Western Bulldogs,North Melbourne,15106,14,15,17,107,1,Docklands,North Melbourne,16,10,106,2.5497,16,10,-1
1.0776,25/06/2017,Geelong,Fremantle,15108,14,10,14,74,2,Kardinia Park,Fremantle,11,6,72,14.0619,11,6,-2
1.4622,25/06/2017,Richmond,Carlton,15109,14,11,18,84,26,M.C.G.,Carlton,8,10,58,3.1731,8,10,-26
1.2361,25/06/2017,St Kilda,Gold Coast,15110,14,14,19,103,31,Docklands,Gold Coast,10,12,72,5.2014,10,12,-31
2.2003,30/06/2017,Melbourne,Sydney,15111,15,7,8,50,-35,M.C.G.,Sydney,11,19,85,1.8225,11,19,35
1.3863,7/07/2017,Adelaide,Western Bulldogs,15120,16,16,8,104,59,Adelaide Oval,Western Bulldogs,5,15,45,3.6166,5,15,-59
1.8794,14/07/2017,St Kilda,Essendon,15129,17,7,15,57,-61,Docklands,Essendon,17,16,118,2.1284,17,16,61
2.2229,15/07/2017,GWS,Sydney,15133,17,12,11,83,-13,Sydney Showground,Sydney,14,12,96,1.8081,14,12,13
1.4346,15/07/2017,Geelong,Hawthorn,15130,17,13,10,88,3,M.C.G.,Hawthorn,12,13,85,3.305,12,13,-3
1.8854,15/07/2017,Gold Coast,Collingwood,15132,17,13,10,88,-15,Carrara,Collingwood,15,13,103,2.1015,15,13,15
3.6423,15/07/2017,Melbourne,Adelaide,15134,17,10,10,70,-46,Marrara Oval,Adelaide,17,14,116,1.3748,17,14,46
1.1748,15/07/2017,Port Adelaide,North Melbourne,15131,17,19,13,127,70,Adelaide Oval,North Melbourne,8,9,57,6.7664,8,9,-70
2.4898,16/07/2017,Carlton,Western Bulldogs,15136,17,9,8,62,-20,M.C.G.,Western Bulldogs,12,10,82,1.6597,12,10,20
3.3448,16/07/2017,Fremantle,West Coast,15137,17,5,14,44,-30,Subiaco,West Coast,11,8,74,1.425,11,8,30
1.1725,16/07/2017,Richmond,Brisbane,15135,17,16,16,112,31,Docklands,Brisbane,12,9,81,6.7992,12,9,-31
1.601,21/07/2017,Adelaide,Geelong,15138,18,13,13,91,21,Adelaide Oval,Geelong,10,10,70,2.6569,10,10,-21
1.2101,22/07/2017,Essendon,North Melbourne,15139,18,20,12,132,27,Docklands,North Melbourne,16,9,105,5.8363,16,9,-27
2.1523,22/07/2017,Fremantle,Hawthorn,15143,18,7,6,48,-52,Subiaco,Hawthorn,15,10,100,1.8541,15,10,52
2.4065,22/07/2017,Melbourne,Port Adelaide,15140,18,13,10,88,23,M.C.G.,Port Adelaide,9,11,65,1.7159,9,11,-23
1.2537,22/07/2017,Sydney,St Kilda,15142,18,14,17,101,42,S.C.G.,St Kilda,9,5,59,4.9483,9,5,-42
1.3238,22/07/2017,Western Bulldogs,Gold Coast,15141,18,16,14,110,54,Cazaly's Stadium,Gold Coast,8,8,56,4.0931,8,8,-54
2.0776,23/07/2017,Brisbane,Carlton,15146,18,17,10,112,30,Gabba,Carlton,11,16,82,1.9154,11,16,-30
2.0243,23/07/2017,Collingwood,West Coast,15145,18,13,15,93,8,Docklands,West Coast,13,7,85,1.9894,13,7,-8
2.3792,23/07/2017,Richmond,GWS,15144,18,9,10,64,19,M.C.G.,GWS,6,9,45,1.7011,6,9,-19
2.9901,28/07/2017,Hawthorn,Sydney,15147,19,10,12,72,6,M.C.G.,Sydney,9,12,66,1.502,9,12,-6
4.1766,29/07/2017,Carlton,Geelong,15151,19,8,10,58,-65,Docklands,Geelong,18,15,123,1.3083,18,15,65
1.1183,29/07/2017,GWS,Fremantle,15149,19,13,20,98,12,Sydney Showground,Fremantle,13,8,86,9.6269,13,8,-12
3.2035,29/07/2017,Gold Coast,Richmond,15152,19,10,5,65,-33,Carrara,Richmond,14,14,98,1.4493,14,14,33
3.3302,29/07/2017,North Melbourne,Melbourne,15148,19,11,10,76,4,Bellerive Oval,Melbourne,10,12,72,1.4219,10,12,-4
1.2044,29/07/2017,Port Adelaide,St Kilda,15150,19,9,9,63,2,Adelaide Oval,St Kilda,8,13,61,5.8564,8,13,-2
2.7957,30/07/2017,Collingwood,Adelaide,15154,19,15,13,103,0,M.C.G.,Adelaide,16,7,103,1.5483,16,7,0
1.0912,30/07/2017,West Coast,Brisbane,15155,19,17,11,113,68,Subiaco,Brisbane,6,9,45,11.681,6,9,-68
2.3539,30/07/2017,Western Bulldogs,Essendon,15153,19,19,13,127,30,Docklands,Essendon,13,19,97,1.7324,13,19,-30
1.3845,13/08/2017,Hawthorn,North Melbourne,15172,21,18,8,116,27,York Park,North Melbourne,14,5,89,3.6056,14,5,-27
1.6104,13/08/2017,Melbourne,St Kilda,15171,21,14,12,96,24,M.C.G.,St Kilda,10,12,72,2.62,10,12,-24
1.3703,13/08/2017,Port Adelaide,Collingwood,15173,21,14,14,98,27,Adelaide Oval,Collingwood,10,11,71,3.7101,10,11,-27
1.671,18/08/2017,Adelaide,Sydney,15174,22,11,14,80,-3,Adelaide Oval,Sydney,13,5,83,2.479,13,5,3
4.2096,19/08/2017,Carlton,Hawthorn,15178,22,12,5,77,7,Docklands,Hawthorn,10,10,70,1.308,10,10,-7
2.8634,19/08/2017,Collingwood,Geelong,15176,22,9,5,59,-11,M.C.G.,Geelong,10,10,70,1.5288,10,10,11
1.2251,19/08/2017,GWS,West Coast,15177,22,12,9,81,21,Sydney Showground,West Coast,9,6,60,5.3706,9,6,-21
3.4585,19/08/2017,Gold Coast,Essendon,15179,22,9,3,57,-33,Carrara,Essendon,12,18,90,1.4003,12,18,33
2.021,19/08/2017,Western Bulldogs,Port Adelaide,15175,22,11,13,79,-17,Eureka Stadium,Port Adelaide,14,12,96,1.9652,14,12,17
4.6548,20/08/2017,Fremantle,Richmond,15182,22,7,9,51,-104,Subiaco,Richmond,25,5,155,1.273,25,5,104
1.1296,20/08/2017,Melbourne,Brisbane,15180,22,16,8,104,13,M.C.G.,Brisbane,14,7,91,8.4645,14,7,-13
1.3687,20/08/2017,St Kilda,North Melbourne,15181,22,18,19,127,49,Docklands,North Melbourne,12,6,78,3.6808,12,6,-49
1.9622,25/08/2017,Hawthorn,Western Bulldogs,15183,23,15,9,99,9,Docklands,Western Bulldogs,13,12,90,2.0327,13,12,-9
1.4595,26/08/2017,Brisbane,North Melbourne,15185,23,11,13,79,-51,Gabba,North Melbourne,19,16,130,3.1068,19,16,51
3.5571,26/08/2017,Collingwood,Melbourne,15184,23,14,15,99,16,M.C.G.,Melbourne,12,11,83,1.3863,12,11,-16
2.3701,26/08/2017,Geelong,GWS,15187,23,15,13,103,44,Kardinia Park,GWS,8,11,59,1.7177,8,11,-44
1.0605,26/08/2017,Port Adelaide,Gold Coast,15188,23,20,15,135,115,Adelaide Oval,Gold Coast,3,2,20,16.3613,3,2,-115
1.0733,26/08/2017,Sydney,Carlton,15186,23,21,12,138,81,S.C.G.,Carlton,8,9,57,14.1396,8,9,-81
1.1269,27/08/2017,Essendon,Fremantle,15189,23,16,11,107,15,Docklands,Fremantle,14,8,92,8.838,14,8,-15
1.5671,27/08/2017,Richmond,St Kilda,15190,23,19,8,122,41,M.C.G.,St Kilda,12,9,81,2.7098,12,9,-41
1.9726,27/08/2017,West Coast,Adelaide,15191,23,15,10,100,29,Subiaco,Adelaide,10,11,71,2.0174,10,11,-29
2.8187,9/09/2017,Port Adelaide,West Coast,15195,24,12,6,78,2,Adelaide Oval,Port Adelaide,10,16,76,1.5459,10,16,-2
1.1973,9/09/2017,Sydney,Essendon,15194,24,19,7,121,65,S.C.G.,Essendon,8,8,56,5.9817,8,8,-65
3.3829,15/09/2017,Geelong,Sydney,15196,25,15,8,98,59,M.C.G.,Sydney,5,9,39,1.4182,5,9,-59
1.4737,16/09/2017,GWS,West Coast,15197,25,19,11,125,67,Sydney Showground,West Coast,9,4,58,3.1043,9,4,-67
1.4825,22/09/2017,Adelaide,Geelong,15198,26,21,10,136,61,Adelaide Oval,Geelong,10,15,75,3.0587,10,15,-61
1.6134,23/09/2017,Richmond,GWS,15199,26,15,13,103,36,M.C.G.,GWS,9,13,67,2.6151,9,13,-36
2.4829,30/09/2017,Adelaide,Richmond,15200,27,16,12,108,48,M.C.G.,Adelaide,8,12,60,1.6694,8,12,-48
1.2112,22/03/2018,Richmond,Carlton,15201,1,17,19,121,26,M.C.G.,Carlton,15,5,95,5.6983,15,5,-26
1.8628,23/03/2018,Essendon,Adelaide,15202,1,14,15,99,12,Docklands,Adelaide,12,15,87,2.1393,12,15,-12
2.0161,24/03/2018,Gold Coast,North Melbourne,15206,1,7,13,55,16,Cazaly's Stadium,North Melbourne,5,9,39,1.9784,5,9,-16
1.7781,24/03/2018,Hawthorn,Collingwood,15205,1,15,11,101,34,M.C.G.,Collingwood,9,13,67,2.2857,9,13,-34
1.2117,24/03/2018,Port Adelaide,Fremantle,15204,1,16,14,110,50,Adelaide Oval,Fremantle,9,6,60,5.4459,9,6,-50
1.3583,24/03/2018,St Kilda,Brisbane,15203,1,16,11,107,25,Docklands,Brisbane,12,10,82,3.7985,12,10,-25
1.3672,25/03/2018,GWS,Western Bulldogs,15207,1,20,13,133,82,Manuka Oval,Western Bulldogs,7,9,51,3.6889,7,9,-82
1.7737,25/03/2018,Melbourne,Geelong,15208,1,13,16,94,-3,M.C.G.,Geelong,14,13,97,2.2755,14,13,3
3.513,25/03/2018,West Coast,Sydney,15209,1,13,8,86,-29,Perth Stadium,Sydney,18,7,115,1.3925,18,7,29
1.8478,29/03/2018,Adelaide,Richmond,15210,2,18,10,118,36,Adelaide Oval,Richmond,12,10,82,2.1784,12,10,-36
3.5769,30/03/2018,North Melbourne,St Kilda,15211,2,13,17,95,52,Docklands,St Kilda,5,13,43,1.3867,5,13,-52
3.8438,31/03/2018,Brisbane,Melbourne,15214,2,10,14,74,-26,Gabba,Melbourne,14,16,100,1.3445,14,16,26
1.5992,31/03/2018,Carlton,Gold Coast,15212,2,9,13,67,-34,Docklands,Gold Coast,15,11,101,2.662,15,11,34
3.0799,31/03/2018,Collingwood,GWS,15213,2,12,7,79,-16,M.C.G.,GWS,15,5,95,1.4819,15,5,16
2.6997,31/03/2018,Fremantle,Essendon,15215,2,16,10,106,16,Perth Stadium,Essendon,14,6,90,1.5939,14,6,-16
2.568,8/04/2018,Richmond,Hawthorn,15364,20,16,11,107,4,M.C.G.,Essendon,16,7,103,1.3538,16,7,-4
1.2048,13/04/2018,Adelaide,Collingwood,15228,4,9,4,58,-48,Adelaide Oval,Collingwood,16,10,106,5.9197,16,10,48
1.2136,14/04/2018,GWS,Fremantle,15229,4,11,16,82,31,Manuka Oval,Fremantle,7,9,51,5.7339,7,9,-31
1.5799,14/04/2018,North Melbourne,Carlton,15232,4,18,8,116,86,Bellerive Oval,Carlton,4,6,30,2.7228,4,6,-86
1.1251,14/04/2018,Richmond,Brisbane,15230,4,16,14,110,93,M.C.G.,Brisbane,2,5,17,8.9604,2,5,-93
1.2044,14/04/2018,West Coast,Gold Coast,15233,4,21,13,139,80,Perth Stadium,Gold Coast,9,5,59,5.8816,9,5,-80
4.0947,14/04/2018,Western Bulldogs,Sydney,15231,4,11,13,79,-7,Docklands,Sydney,13,8,86,1.3152,13,8,7
2.318,15/04/2018,Essendon,Port Adelaide,15234,4,16,10,106,22,Docklands,Port Adelaide,12,12,84,1.7486,12,12,-22
1.3347,15/04/2018,Geelong,St Kilda,15236,4,15,13,103,47,Kardinia Park,St Kilda,7,14,56,3.9515,7,14,-47
2.2855,15/04/2018,Hawthorn,Melbourne,15235,4,18,7,115,67,M.C.G.,Melbourne,6,12,48,1.7772,6,12,-67
1.264,20/04/2018,Sydney,Adelaide,15237,5,10,15,75,-10,S.C.G.,Adelaide,12,13,85,4.6929,12,13,10
5.7682,21/04/2018,Carlton,West Coast,15239,5,10,9,69,-10,M.C.G.,West Coast,10,19,79,1.2076,10,19,10
1.5884,21/04/2018,Fremantle,Western Bulldogs,15241,5,16,12,108,54,Perth Stadium,Western Bulldogs,8,6,54,2.6827,8,6,-54
1.5053,21/04/2018,Port Adelaide,Geelong,15240,5,7,8,50,-34,Adelaide Oval,Geelong,12,12,84,2.9515,12,12,34
3.5609,21/04/2018,St Kilda,GWS,15238,5,10,13,73,0,Docklands,GWS,9,19,73,1.3918,9,19,0
1.7464,22/04/2018,Brisbane,Gold Coast,15243,5,10,11,71,-5,Gabba,Gold Coast,11,10,76,2.3277,11,10,5
2.617,22/04/2018,North Melbourne,Hawthorn,15242,5,14,14,98,28,Docklands,Hawthorn,11,4,70,1.6132,11,4,-28
2.7929,24/04/2018,Melbourne,Richmond,15244,5,8,8,56,-46,M.C.G.,Richmond,15,12,102,1.5556,15,12,46
1.8372,25/04/2018,Collingwood,Essendon,15245,5,14,17,101,49,M.C.G.,Essendon,7,10,52,2.1754,7,10,-49
1.4867,27/04/2018,Western Bulldogs,Carlton,15246,6,11,14,80,21,Docklands,Carlton,8,11,59,3.0356,8,11,-21
1.1068,28/04/2018,Adelaide,Gold Coast,15251,6,16,14,110,48,Adelaide Oval,Gold Coast,9,8,62,9.9857,9,8,-48
1.1271,28/04/2018,GWS,Brisbane,15249,6,10,17,77,34,Sydney Showground,Brisbane,5,13,43,8.6056,5,13,-34
1.5019,28/04/2018,Geelong,Sydney,15247,6,10,9,69,-17,Kardinia Park,Sydney,12,14,86,2.9833,12,14,17
1.5593,28/04/2018,Hawthorn,St Kilda,15250,6,13,11,89,35,York Park,St Kilda,7,12,54,2.7734,7,12,-35
2.2644,28/04/2018,North Melbourne,Port Adelaide,15248,6,10,9,69,-33,Docklands,Port Adelaide,15,12,102,1.7835,15,12,33
3.0176,29/04/2018,Collingwood,Richmond,15253,6,10,10,70,-43,M.C.G.,Richmond,16,17,113,1.4902,16,17,43
2.3001,29/04/2018,Essendon,Melbourne,15252,6,10,12,72,-36,Docklands,Melbourne,16,12,108,1.7621,16,12,36
2.4926,29/04/2018,Fremantle,West Coast,15254,6,12,9,81,-8,Perth Stadium,West Coast,13,11,89,1.6531,13,11,8
1.0505,5/05/2018,Adelaide,Carlton,15260,7,19,11,125,55,Adelaide Oval,Carlton,10,10,70,19.7456,10,10,-55
2.843,5/05/2018,Essendon,Hawthorn,15257,7,10,7,67,-23,M.C.G.,Hawthorn,13,12,90,1.5393,13,12,23
1.2777,5/05/2018,Sydney,North Melbourne,15259,7,9,12,66,-2,S.C.G.,North Melbourne,9,14,68,4.569,9,14,2
1.8263,5/05/2018,West Coast,Port Adelaide,15258,7,16,6,102,42,Perth Stadium,Port Adelaide,9,6,60,2.1933,9,6,-42
1.2741,5/05/2018,Western Bulldogs,Gold Coast,15256,7,11,15,81,9,Eureka Stadium,Gold Coast,10,12,72,4.5799,10,12,-9
2.4127,13/05/2018,Collingwood,Geelong,15272,8,5,15,45,-21,M.C.G.,Geelong,9,12,66,1.704,9,12,21
4.0493,13/05/2018,North Melbourne,Richmond,15271,8,11,6,72,-10,Docklands,Richmond,12,10,82,1.3208,12,10,10
1.3268,18/05/2018,Adelaide,Western Bulldogs,15273,9,9,9,63,37,Adelaide Oval,Western Bulldogs,2,14,26,4.0422,2,14,-37
5.653,19/05/2018,Essendon,Geelong,15276,9,12,12,84,34,M.C.G.,Geelong,7,8,50,1.2104,7,8,-34
9.5756,19/05/2018,Gold Coast,Port Adelaide,15274,9,6,6,42,-40,Jiangwan Stadium,Port Adelaide,11,16,82,1.111,11,16,40
1.5049,19/05/2018,North Melbourne,GWS,15275,9,17,10,112,43,Bellerive Oval,GWS,9,15,69,2.9752,9,15,-43
4.1898,19/05/2018,St Kilda,Collingwood,15277,9,10,12,72,-28,Docklands,Collingwood,15,10,100,1.3112,15,10,28
1.1794,19/05/2018,Sydney,Fremantle,15278,9,17,9,111,59,S.C.G.,Fremantle,7,10,52,6.4744,7,10,-59
3.2891,20/05/2018,Brisbane,Hawthorn,15280,9,20,9,129,56,Gabba,Hawthorn,11,7,73,1.4318,11,7,-56
7.7213,20/05/2018,Carlton,Melbourne,15279,9,7,8,50,-109,M.C.G.,Melbourne,25,9,159,1.1451,25,9,109
1.9755,20/05/2018,West Coast,Richmond,15281,9,20,10,130,47,Perth Stadium,Richmond,12,11,83,2.0154,12,11,-47
1.4143,25/05/2018,Collingwood,Western Bulldogs,15282,10,13,12,90,35,Docklands,Western Bulldogs,8,7,55,3.3768,8,7,-35
3.3267,26/05/2018,Brisbane,Sydney,15284,10,6,13,49,-18,Gabba,Sydney,10,7,67,1.425,10,7,18
1.4364,26/05/2018,GWS,Essendon,15286,10,8,12,60,-35,Sydney Showground,Essendon,14,11,95,3.2652,14,11,35
1.072,26/05/2018,Geelong,Carlton,15285,10,11,7,73,28,Kardinia Park,Carlton,5,15,45,14.6003,5,15,-28
1.1098,26/05/2018,Richmond,St Kilda,15283,10,15,15,105,28,M.C.G.,St Kilda,12,5,77,9.8323,12,5,-28
1.9522,27/05/2018,Fremantle,North Melbourne,15289,10,8,10,58,-28,Perth Stadium,North Melbourne,12,14,86,2.0434,12,14,28
2.2123,27/05/2018,Hawthorn,West Coast,15287,10,9,6,60,-15,Docklands,West Coast,11,9,75,1.8133,11,9,15
1.7117,27/05/2018,Melbourne,Adelaide,15288,10,23,8,146,91,Traeger Park,Adelaide,8,7,55,2.3996,8,7,-91
1.1289,14/06/2018,Port Adelaide,Western Bulldogs,15306,13,20,12,132,57,Adelaide Oval,Western Bulldogs,11,9,75,8.7212,11,9,-57
1.5515,15/06/2018,Sydney,West Coast,15307,13,10,12,72,15,S.C.G.,West Coast,7,15,57,2.8096,7,15,-15
2.1982,16/06/2018,Carlton,Fremantle,15308,13,6,10,46,-57,Docklands,Fremantle,15,13,103,1.8188,15,13,57
2.6419,16/06/2018,Gold Coast,St Kilda,15309,13,11,12,78,-2,Carrara,St Kilda,11,14,80,1.5945,11,14,2
1.474,16/06/2018,Hawthorn,Adelaide,15310,13,12,16,88,56,M.C.G.,Adelaide,4,8,32,3.1206,4,8,-56
2.6174,17/06/2018,Geelong,Richmond,15311,13,9,11,65,-18,M.C.G.,Richmond,12,11,83,1.6147,12,11,18
1.3694,21/06/2018,West Coast,Essendon,15312,14,6,16,52,-28,Perth Stadium,Essendon,12,8,80,3.6843,12,8,28
1.7391,22/06/2018,Port Adelaide,Melbourne,15313,14,11,9,75,10,Adelaide Oval,Melbourne,9,11,65,2.3426,9,11,-10
3.7115,23/06/2018,Brisbane,GWS,15315,14,12,10,82,-27,Gabba,GWS,16,13,109,1.3655,16,13,27
1.0408,23/06/2018,Hawthorn,Gold Coast,15314,14,13,18,96,53,York Park,Gold Coast,5,13,43,23.6311,5,13,-53
4.1312,23/06/2018,Western Bulldogs,North Melbourne,15316,14,11,9,75,-2,Docklands,North Melbourne,12,5,77,1.3153,12,5,2
1.0728,24/06/2018,Collingwood,Carlton,15317,14,11,13,79,20,M.C.G.,Carlton,9,5,59,14.7837,9,5,-20
1.5853,28/06/2018,Richmond,Sydney,15318,15,14,9,93,26,Docklands,Sydney,11,1,67,2.7038,11,1,-26
6.2067,29/06/2018,Western Bulldogs,Geelong,15319,15,16,7,103,2,Docklands,Geelong,15,11,101,1.1889,15,11,-2
1.4989,30/06/2018,Adelaide,West Coast,15321,15,12,16,88,10,Adelaide Oval,West Coast,12,6,78,2.9756,12,6,-10
7.1981,30/06/2018,Carlton,Port Adelaide,15320,15,10,9,69,-21,M.C.G.,Port Adelaide,13,12,90,1.1576,13,12,21
1.609,30/06/2018,GWS,Hawthorn,15323,15,13,17,95,11,Sydney Showground,Hawthorn,13,6,84,2.6462,13,6,-11
10.5939,30/06/2018,Gold Coast,Collingwood,15322,15,8,12,60,-39,Carrara,Collingwood,14,15,99,1.0956,14,15,39
1.3504,7/07/2018,Brisbane,Carlton,15329,16,18,12,120,65,Gabba,Carlton,7,13,55,3.7714,7,13,-65
1.0961,7/07/2018,Melbourne,Fremantle,15332,16,13,24,102,54,Marrara Oval,Fremantle,7,6,48,11.0674,7,6,-54
1.1638,7/07/2018,Port Adelaide,St Kilda,15330,16,12,14,86,36,Adelaide Oval,St Kilda,7,8,50,7.0031,7,8,-36
3.0025,7/07/2018,Western Bulldogs,Hawthorn,15331,16,9,5,59,-63,Docklands,Hawthorn,19,8,122,1.4961,19,8,63
1.3548,13/07/2018,St Kilda,Carlton,15337,17,16,20,116,64,Docklands,Carlton,7,10,52,3.8177,7,10,-64
2.7257,14/07/2018,GWS,Richmond,15341,17,11,13,79,2,Sydney Showground,Richmond,10,17,77,1.5765,10,17,-2
4.4485,14/07/2018,Gold Coast,Essendon,15340,17,6,15,51,-44,Carrara,Essendon,13,17,95,1.2871,13,17,44
1.2281,14/07/2018,Hawthorn,Brisbane,15338,17,9,11,65,-33,York Park,Brisbane,15,8,98,5.4105,15,8,33
1.1571,14/07/2018,Melbourne,Western Bulldogs,15339,17,18,11,119,50,M.C.G.,Western Bulldogs,10,9,69,7.3133,10,9,-50
1.56,15/07/2018,Collingwood,West Coast,15342,17,9,13,67,-35,M.C.G.,West Coast,15,12,102,2.7815,15,12,35
5.911,15/07/2018,Fremantle,Port Adelaide,15344,17,8,11,59,9,Perth Stadium,Port Adelaide,7,8,50,1.2047,7,8,-9
1.9263,15/07/2018,North Melbourne,Sydney,15343,17,15,8,98,-6,Docklands,Sydney,16,8,104,2.0647,16,8,6
6.7736,20/07/2018,St Kilda,Richmond,15345,18,8,9,57,-54,Docklands,Richmond,16,15,111,1.1699,16,15,54
2.4614,21/07/2018,Brisbane,Adelaide,15349,18,13,10,88,-5,Gabba,Adelaide,13,15,93,1.673,13,15,5
1.5343,21/07/2018,Collingwood,North Melbourne,15346,18,20,10,130,66,M.C.G.,North Melbourne,9,10,64,2.8731,9,10,-66
1.1276,21/07/2018,Essendon,Fremantle,15348,18,13,21,99,29,Docklands,Fremantle,11,4,70,8.8527,11,4,-29
1.5624,21/07/2018,Geelong,Melbourne,15350,18,16,4,100,2,Kardinia Park,Melbourne,14,14,98,2.7718,14,14,-2
1.0342,21/07/2018,Sydney,Gold Coast,15347,18,8,16,64,-24,S.C.G.,Gold Coast,12,16,88,27.852,12,16,24
6.2375,22/07/2018,Carlton,Hawthorn,15351,18,7,10,52,-72,Docklands,Hawthorn,18,16,124,1.1897,18,16,72
