date,game_id,season,round,venue,team_1,team_2,home_team_1,margin,winner,supercoach_1,supercoach_2,elo_1,elo_2
2017-06-17,1072,2017,13,Adelaide Oval,Brisbane,Port Adelaide Power,0,-40,0,64.5,72.0,1216.224189836029,1497.6399804156501
2017-06-17,1073,2017,13,Carrara,Gold Coast,Carlton,1,-10,0,66.0,74.0,1348.9004878985872,1313.2305834209387
2017-06-17,1074,2017,13,M.C.G.,Richmond,Sydney,1,-9,0,76.5,73.0,1540.1274569152515,1603.9166486431209
2017-06-18,1075,2017,13,Docklands,Melbourne,Western Bulldogs,0,57,1,79.5,68.5,1389.4569263843289,1586.84888610417
2017-06-22,1076,2017,14,Adelaide Oval,Adelaide,Hawthorn,1,-14,0,71.5,73.0,1649.5215117675034,1561.1790539559054
2017-06-23,1077,2017,14,S.C.G.,Sydney,Essendon,1,1,1,71.5,65.0,1641.1931810765598,1350.047630657143
2017-06-24,1078,2017,14,Docklands,North Melbourne,Western Bulldogs,0,-1,0,64.0,82.5,1441.2072527419089,1524.139009445555
2017-06-24,1079,2017,14,Gabba,Brisbane,GWS,1,-60,0,76.0,64.0,1236.2678762093929,1566.69372475742
2017-06-24,1080,2017,14,Subiaco,West Coast,Melbourne,1,-3,0,75.0,73.0,1717.5010767083402,1412.166803042944
2017-06-24,1081,2017,14,M.C.G.,Port Adelaide Power,Collingwood,0,31,1,69.5,79.5,1487.5962940422862,1457.8987694132175
2017-06-25,1082,2017,14,Docklands,St Kilda,Gold Coast,1,31,1,81.0,72.0,1488.5273628490404,1307.365882308456
2017-06-25,1083,2017,14,Kardinia Park,Geelong,Fremantle,1,2,1,74.5,63.5,1767.4502374552214,1358.6282200762216
2017-06-25,1084,2017,14,M.C.G.,Carlton,Richmond,0,-26,0,75.5,77.0,1329.7651890110699,1487.8509244818126
2017-06-30,1085,2017,15,M.C.G.,Melbourne,Sydney,1,-35,0,58.5,88.5,1477.7542384556277,1620.92208236041
2017-07-01,1086,2017,15,Carrara,Gold Coast,North Melbourne,1,19,1,90.5,69.0,1324.5478645589164,1429.7212191896967
2017-07-01,1087,2017,15,Docklands,West Coast,Western Bulldogs,0,7,1,81.5,74.5,1521.9136412956564,1575.6250429977672
2017-07-01,1088,2017,15,Adelaide Oval,Richmond,Port Adelaide Power,0,13,1,70.5,73.0,1496.4608296963074,1516.317262279261
2017-07-01,1089,2017,15,Sydney Showground,GWS,Geelong,1,0,1,80.5,61.5,1595.5899081300013,1600.0541889110468
2017-07-01,1090,2017,15,M.C.G.,Adelaide,Carlton,0,12,1,70.5,81.0,1615.7875866804425,1361.155283796575
2017-07-02,1091,2017,15,Subiaco,St Kilda,Fremantle,0,9,1,77.0,75.5,1456.34538059858,1526.0242686203962
2017-07-02,1092,2017,15,M.C.G.,Hawthorn,Collingwood,1,24,1,77.5,71.5,1579.9129790429663,1404.1778011762426
2017-07-02,1093,2017,15,Docklands,Essendon,Brisbane,1,-8,0,68.5,84.5,1385.3187293732926,1207.3716928368115
2017-07-07,1094,2017,16,Adelaide Oval,Adelaide,Western Bulldogs,1,59,1,88.5,67.0,1636.4151268750345,1518.324433861766
2017-07-08,1095,2017,16,Docklands,St Kilda,Richmond,1,67,1,95.0,60.5,1514.3139664090781,1512.3171686569367
2017-07-08,1096,2017,16,S.C.G.,Sydney,Gold Coast,1,67,1,80.5,65.5,1655.068646889805,1318.9547691447851
2017-07-08,1097,2017,16,York Park,GWS,Hawthorn,0,0,1,74.0,64.5,1570.7826360180566,1712.912908112245
2017-07-08,1098,2017,16,Gabba,Brisbane,Geelong,1,-85,0,56.0,83.0,1254.4462383081104,1599.8614610229915
2017-07-08,1099,2017,16,M.C.G.,Collingwood,Essendon,1,-37,0,66.5,80.0,1436.1778721069638,1323.2441839019937
2017-07-09,1100,2017,16,Subiaco,Port Adelaide Power,West Coast,0,32,1,85.0,72.5,1485.4609233186318,1709.2142504316575
2017-07-09,1101,2017,16,Docklands,Fremantle,North Melbourne,0,4,1,74.5,71.5,1338.0556828098981,1450.314314603828
2017-07-09,1102,2017,16,M.C.G.,Melbourne,Carlton,0,8,1,69.0,73.5,1428.6076739262328,1315.527743601983
2017-07-14,1103,2017,17,Docklands,St Kilda,Essendon,1,-61,0,61.0,83.5,1489.2277586694133,1342.9551641299947
2017-07-15,1104,2017,17,Sydney Showground,GWS,Sydney,1,-13,0,81.5,77.5,1601.5980531322548,1633.8551648374223
2017-07-15,1105,2017,17,Adelaide Oval,Port Adelaide Power,North Melbourne,1,70,1,82.0,61.5,1523.9753183573578,1390.629620180823
2017-07-15,1106,2017,17,M.C.G.,Geelong,Hawthorn,1,3,1,73.0,78.5,1603.474343937985,1582.0974909980469
2017-07-15,1107,2017,17,Carrara,Collingwood,Gold Coast,0,15,1,79.0,66.0,1376.4668918789628,1340.1682511971678
2017-07-15,1108,2017,17,Marrara Oval,Adelaide,Melbourne,0,46,1,80.5,65.5,1631.5044077638217,1448.8910034435473
2017-07-16,1109,2017,17,M.C.G.,Carlton,Western Bulldogs,1,-20,0,70.0,83.0,1345.2444140846685,1508.2351529729788
2017-07-16,1110,2017,17,Docklands,Brisbane,Richmond,0,-31,0,66.5,84.5,1225.833355393117,1537.4033763966015
2017-07-16,1111,2017,17,Subiaco,West Coast,Fremantle,0,30,1,77.5,67.5,1515.6998553929316,1357.7403772329033
2017-07-21,1112,2017,18,Adelaide Oval,Adelaide,Geelong,1,21,1,71.0,68.5,1654.2742080191215,1617.5525938519033
2017-07-22,1113,2017,18,M.C.G.,Melbourne,Port Adelaide Power,1,23,1,79.5,68.0,1471.1212031882476,1518.4852764209786
2017-07-22,1114,2017,18,S.C.G.,St Kilda,Sydney,0,-42,0,77.5,72.5,1468.2610900871075,1672.4665011345994
2017-07-22,1115,2017,18,Docklands,North Melbourne,Essendon,0,-27,0,76.0,76.5,1381.119662117202,1363.9218327123006
2017-07-22,1116,2017,18,Subiaco,Fremantle,Hawthorn,1,-52,0,63.5,79.5,1519.1260096104054,1568.0192410841285
2017-07-22,1117,2017,18,Cazaly's Stadium,Gold Coast,Western Bulldogs,0,-54,0,68.0,79.5,1301.729712393396,1526.6727713785488
2017-07-23,1118,2017,18,Docklands,West Coast,Collingwood,0,-8,0,69.5,73.5,1524.3142230154294,1429.9054306827345
2017-07-23,1119,2017,18,Gabba,Brisbane,Carlton,1,30,1,87.5,60.0,1246.5541821299628,1296.8067956790985
2017-07-23,1120,2017,18,M.C.G.,GWS,Richmond,0,-19,0,78.5,71.0,1562.9867168350777,1541.6825496597558
2017-07-28,1121,2017,19,M.C.G.,Hawthorn,Sydney,1,6,1,78.0,74.0,1620.9221756549261,1654.5423647811892
2017-07-29,1122,2017,19,Carrara,Richmond,Gold Coast,0,33,1,77.5,74.5,1517.6011734587553,1320.2788548720116
2017-07-29,1123,2017,19,Sydney Showground,GWS,Fremantle,1,12,1,82.0,71.0,1572.0680930360782,1336.2230750396077
2017-07-29,1124,2017,19,Adelaide Oval,St Kilda,Port Adelaide Power,0,-2,0,80.5,66.5,1461.1852264405177,1516.4529791348687
2017-07-29,1125,2017,19,Docklands,Carlton,Geelong,1,-65,0,58.5,77.0,1279.6522198561424,1604.1321160999476
2017-07-29,1126,2017,19,Bellerive Oval,North Melbourne,Melbourne,1,4,1,69.5,73.5,1490.3777779554198,1448.1535004743575
2017-07-30,1127,2017,19,Subiaco,Brisbane,West Coast,0,-68,0,65.0,82.5,1238.7087579529189,1675.335710145832
2017-07-30,1128,2017,19,Docklands,Western Bulldogs,Essendon,1,30,1,70.0,71.0,1523.1236288999332,1379.6637168740829
2017-07-30,1129,2017,19,M.C.G.,Collingwood,Adelaide,1,0,1,74.0,62.0,1448.8839435523319,1652.6946857710773
2017-08-04,1130,2017,20,Kardinia Park,Sydney,Geelong,0,46,1,75.0,76.5,1638.0953781478406,1778.1458144893222
2017-08-05,1131,2017,20,Subiaco,Gold Coast,Fremantle,0,-23,0,72.5,76.0,1287.986518972631,1500.084317182888
2017-08-05,1132,2017,20,Manuka Oval,Melbourne,GWS,0,-35,0,65.5,75.0,1434.967546794636,1578.2068508927978
2017-08-05,1133,2017,20,Docklands,Collingwood,North Melbourne,0,54,1,90.0,68.5,1416.7957885378805,1418.5637316351413
2017-08-05,1134,2017,20,M.C.G.,Carlton,Essendon,0,-8,0,70.5,70.0,1275.6385214667678,1370.5278382585443
2017-08-05,1135,2017,20,Gabba,Western Bulldogs,Brisbane,0,14,1,76.0,76.0,1532.2595075154718,1261.4610902437903
2017-08-06,1136,2017,20,M.C.G.,Hawthorn,Richmond,0,-29,0,68.0,77.5,1597.3691622882748,1524.8935093581358
2017-08-06,1137,2017,20,Docklands,West Coast,St Kilda,0,-8,0,71.5,85.5,1507.5833778549606,1488.5514025434627
2017-08-06,1138,2017,20,Adelaide Oval,Adelaide,Port Adelaide Power,1,84,1,89.5,60.0,1644.7828407855286,1514.0868030319236
2017-08-11,1139,2017,21,Docklands,Western Bulldogs,GWS,1,-48,0,66.5,82.5,1577.4738980947184,1562.3508002554606
2017-08-12,1140,2017,21,Kardinia Park,Geelong,Richmond,1,14,1,83.0,69.5,1757.4068710456686,1542.9779249657677
2017-08-12,1141,2017,21,Subiaco,West Coast,Carlton,1,17,1,78.5,73.5,1661.7625223067869,1264.6363137027051
2017-08-12,1142,2017,21,Docklands,Adelaide,Essendon,0,43,1,76.5,66.5,1654.3921451249603,1421.530046022607
2017-08-12,1143,2017,21,S.C.G.,Fremantle,Sydney,0,-104,0,50.0,92.0,1336.9174858554998,1683.8343215914942
2017-08-12,1144,2017,21,Gabba,Brisbane,Gold Coast,1,58,1,74.5,68.0,1256.2466996645437,1281.1533503000194
2017-08-13,1145,2017,21,York Park,Hawthorn,North Melbourne,1,27,1,83.0,72.0,1704.284746680643,1363.487404054788
2017-08-13,1146,2017,21,Adelaide Oval,Port Adelaide Power,Collingwood,1,27,1,81.5,67.0,1519.477498692492,1431.8721161182339
2017-08-13,1147,2017,21,M.C.G.,Melbourne,St Kilda,1,24,1,78.5,68.0,1465.8235974319732,1464.3722580916365
2017-08-18,1148,2017,22,Adelaide Oval,Adelaide,Sydney,1,-3,0,73.5,79.0,1675.6151679410434,1662.419825794285
2017-08-19,1149,2017,22,M.C.G.,Collingwood,Geelong,1,-11,0,67.5,78.0,1420.5761752483331,1594.1694887574226
2017-08-19,1150,2017,22,Docklands,Hawthorn,Carlton,0,-7,0,66.0,77.5,1582.9829595233243,1301.8677470712717
2017-08-19,1151,2017,22,Sydney Showground,West Coast,GWS,0,-21,0,69.5,77.0,1494.5310889382204,1603.0033048328412
2017-08-19,1152,2017,22,Carrara,Gold Coast,Essendon,1,-33,0,68.0,83.5,1290.0798819898173,1375.3070232065238
2017-08-19,1153,2017,22,Eureka Stadium,Western Bulldogs,Port Adelaide Power,1,-17,0,69.5,76.5,1531.8213935173378,1515.7734395623927
2017-08-20,1154,2017,22,Subiaco,Fremantle,Richmond,1,-104,0,57.0,82.0,1503.331981652709,1536.2153072540136
2017-08-20,1155,2017,22,Docklands,North Melbourne,St Kilda,0,-49,0,68.5,79.0,1359.7891912121065,1449.4349170833618
2017-08-20,1156,2017,22,M.C.G.,Brisbane,Melbourne,0,-13,0,72.0,65.5,1247.3201679747458,1480.7609384402479
2017-08-25,1157,2017,23,Docklands,Hawthorn,Western Bulldogs,1,9,1,83.0,62.5,1557.9464362397357,1506.129039957377
2017-08-26,1158,2017,23,M.C.G.,Collingwood,Melbourne,1,16,1,77.0,70.0,1412.5037053790766,1446.9675477629648
2017-08-26,1159,2017,23,Kardinia Park,GWS,Geelong,0,-44,0,66.0,80.5,1588.4666360628908,1772.2419586266792
2017-08-26,1160,2017,23,Gabba,Brisbane,North Melbourne,1,-51,0,64.0,77.0,1266.113558652029,1348.5758468413815
2017-08-26,1161,2017,23,Adelaide Oval,Port Adelaide Power,Gold Coast,1,115,1,92.5,66.0,1546.4657931223535,1253.6873634842455
2017-08-26,1162,2017,23,S.C.G.,Sydney,Carlton,1,81,1,75.0,62.0,1702.989240756308,1286.9042703548603
2017-08-27,1163,2017,23,Subiaco,Adelaide,West Coast,0,-29,0,63.0,78.0,1645.0457529790206,1654.0677577081708
2017-08-27,1164,2017,23,M.C.G.,Richmond,St Kilda,1,41,1,77.0,71.5,1589.7998439383337,1460.6482614540869
2017-08-27,1165,2017,23,Docklands,Essendon,Fremantle,1,15,1,80.5,63.5,1426.6995417120957,1319.747444968389
2018-03-22,1166,2018,1,M.C.G.,Carlton,Richmond,0,-26,0,69.0,78.5,1284.3980353571278,1559.4673083939304
2018-03-23,1167,2018,1,Docklands,Essendon,Adelaide,1,12,1,72.5,69.5,1437.2225771383216,1630.4351767075736
2018-03-24,1168,2018,1,Docklands,St Kilda,Brisbane,1,25,1,80.0,68.0,1490.9807969984902,1229.608362797018
2018-03-24,1169,2018,1,Adelaide Oval,Port Adelaide Power,Fremantle,1,50,1,88.5,60.5,1551.1573715981115,1309.224409542163
2018-03-24,1170,2018,1,M.C.G.,Hawthorn,Collingwood,1,34,1,78.5,70.0,1570.725740374234,1428.986767986448
2018-03-24,1171,2018,1,Cazaly's Stadium,Gold Coast,North Melbourne,1,16,1,78.0,70.5,1258.9957850084875,1360.0810426963926
2018-03-25,1172,2018,1,Perth Stadium,West Coast,Sydney,1,-29,0,72.5,74.0,1668.6783339796177,1680.4954757540404
2018-03-25,1173,2018,1,M.C.G.,Melbourne,Geelong,1,-3,0,71.0,79.5,1430.4844851555933,1609.9733119132347
2018-03-25,1174,2018,1,Manuka Oval,GWS,Western Bulldogs,1,82,1,83.5,63.5,1605.7352827763352,1493.3497358228788
2018-03-29,1175,2018,2,Adelaide Oval,Adelaide,Richmond,1,36,1,86.0,54.5,1622.8588877100424,1564.5766330322956
2018-03-30,1176,2018,2,Docklands,St Kilda,North Melbourne,0,-52,0,73.0,77.0,1456.433096769704,1340.8359530420219
2018-03-31,1177,2018,2,Gabba,Brisbane,Melbourne,1,-26,0,64.0,72.5,1249.156063025804,1422.610679973004
2018-03-31,1178,2018,2,M.C.G.,Collingwood,GWS,1,-16,0,70.0,72.5,1459.7878243213065,1591.0456440039118
2018-03-31,1179,2018,2,Docklands,Gold Coast,Carlton,0,34,1,66.5,68.5,1268.2408746628582,1319.2887107187626
2018-03-31,1180,2018,2,Perth Stadium,Fremantle,Essendon,1,16,1,75.5,63.5,1473.2549927178172,1419.798866135853
2018-04-01,1181,2018,2,Docklands,Western Bulldogs,West Coast,1,-51,0,61.5,81.5,1523.0393745953022,1484.1883243560535
2018-04-01,1182,2018,2,S.C.G.,Port Adelaide Power,Sydney,0,23,1,76.0,72.0,1542.1267884224571,1719.9854853776046
2018-04-02,1183,2018,2,M.C.G.,Geelong,Hawthorn,1,-1,0,67.0,75.0,1617.8471170958242,1579.9246840393755
2018-04-06,1184,2018,3,M.C.G.,Carlton,Collingwood,1,-24,0,60.5,84.0,1262.100521837848,1410.1996292670667
2018-04-07,1185,2018,3,S.C.G.,Sydney,GWS,1,16,1,77.0,66.5,1697.9139058151688,1600.6338390581516
2018-04-07,1186,2018,3,Perth Stadium,Gold Coast,Fremantle,1,-28,0,68.0,76.5,1285.4290635437728,1315.9651466497596
2018-04-07,1187,2018,3,M.C.G.,North Melbourne,Melbourne,0,-37,0,71.5,85.5,1360.6503305850745,1470.6878615282633
2018-04-07,1188,2018,3,Docklands,St Kilda,Adelaide,1,-49,0,65.0,79.5,1476.6187192266514,1620.3659802293637
2018-04-07,1189,2018,3,Adelaide Oval,Brisbane,Port Adelaide Power,0,-5,0,71.0,72.5,1216.0788814705447,1579.198367984893
2018-04-08,1190,2018,3,Perth Stadium,Geelong,West Coast,0,-15,0,80.0,70.0,1601.2163450469561,1670.858702560108
2018-04-08,1191,2018,3,M.C.G.,Richmond,Hawthorn,1,13,1,73.5,73.5,1552.0695405129743,1596.5554560882435
2018-04-08,1192,2018,3,Docklands,Essendon,Western Bulldogs,0,-21,0,60.5,82.0,1407.0887122039105,1466.3689963912477
2018-04-13,1193,2018,4,Adelaide Oval,Adelaide,Collingwood,1,-48,0,68.0,73.0,1644.491352442705,1419.166720226067
2018-04-14,1194,2018,4,M.C.G.,Brisbane,Richmond,0,-93,0,66.5,86.0,1212.7775381250979,1608.979724471907
2018-04-14,1195,2018,4,Docklands,Sydney,Western Bulldogs,0,7,1,74.0,76.5,1683.8204054147861,1518.834210739221
2018-04-14,1196,2018,4,Perth Stadium,West Coast,Gold Coast,1,80,1,91.0,65.5,1682.8916321583006,1271.7440280946405
2018-04-14,1197,2018,4,Manuka Oval,GWS,Fremantle,1,31,1,86.0,60.5,1614.7273394585343,1329.650182098892
2018-04-14,1198,2018,4,Bellerive Oval,North Melbourne,Carlton,1,86,1,84.5,57.0,1475.248313740836,1253.1334308788478
2018-04-15,1199,2018,4,Kardinia Park,St Kilda,Geelong,0,-47,0,65.0,74.5,1427.49334701331,1759.1834154487635
2018-04-15,1200,2018,4,Docklands,Port Adelaide Power,Essendon,0,-22,0,65.5,79.5,1567.4997113303398,1434.6234978559373
2018-04-15,1201,2018,4,M.C.G.,Melbourne,Hawthorn,0,-67,0,69.0,80.5,1441.0898783725017,1579.6452721293108
2018-04-20,1202,2018,5,S.C.G.,Sydney,Adelaide,1,-10,0,70.5,82.5,1717.1885376269986,1605.9310943628966
2018-04-21,1203,2018,5,Docklands,St Kilda,GWS,1,0,1,77.0,78.5,1463.6217690342246,1594.5970636224524
2018-04-21,1204,2018,5,M.C.G.,West Coast,Carlton,0,10,1,69.5,66.5,1515.4639254581275,1286.5997518051697
2018-04-21,1205,2018,5,Adelaide Oval,Geelong,Port Adelaide Power,0,34,1,64.5,77.0,1593.054993427849,1562.0272321195987
2018-04-21,1206,2018,5,Perth Stadium,Fremantle,Western Bulldogs,1,54,1,76.0,75.0,1494.7804579349738,1470.4660785270084
2018-04-22,1207,2018,5,Gabba,Brisbane,Gold Coast,1,-5,0,71.5,73.0,1234.9955752142735,1269.1717347948136
2018-04-22,1208,2018,5,Docklands,Hawthorn,North Melbourne,0,-28,0,64.0,76.0,1588.9615171196547,1396.781992814514
2018-04-24,1209,2018,5,M.C.G.,Richmond,Melbourne,0,46,1,89.0,70.5,1571.7616873827315,1431.7736333821579
2018-04-25,1210,2018,5,M.C.G.,Essendon,Collingwood,0,-49,0,72.0,77.5,1415.0959770666784,1482.7269783058753
2018-04-27,1211,2018,6,Docklands,Carlton,Western Bulldogs,0,-21,0,69.0,77.5,1240.2624564437388,1496.5141043120657
2018-04-28,1212,2018,6,Sydney Showground,Brisbane,GWS,0,-34,0,67.5,84.5,1196.4663379660783,1614.1958716501586
2018-04-28,1213,2018,6,York Park,St Kilda,Hawthorn,0,-35,0,73.0,74.5,1429.0229610065185,1691.4185010843128
2018-04-28,1214,2018,6,Kardinia Park,Sydney,Geelong,0,17,1,84.0,70.0,1672.5428868989782,1776.7189671832086
2018-04-28,1215,2018,6,Adelaide Oval,Adelaide,Gold Coast,1,48,1,80.0,61.0,1640.576745090917,1282.7009720430087
2018-04-28,1216,2018,6,Docklands,North Melbourne,Port Adelaide Power,1,-33,0,65.0,80.0,1419.325008849856,1533.363258364239
2018-04-29,1217,2018,6,M.C.G.,Collingwood,Richmond,1,-43,0,73.0,70.0,1454.8434422044893,1581.0250431197737
2018-04-29,1218,2018,6,Docklands,Essendon,Melbourne,1,-36,0,74.0,76.5,1442.9795131680644,1422.5102776451156
2018-04-29,1219,2018,6,Perth Stadium,Fremantle,West Coast,1,-8,0,63.5,73.0,1338.7324321499166,1521.8012208195585
2018-05-04,1220,2018,7,Kardinia Park,GWS,Geelong,0,-61,0,61.5,84.0,1591.6804481196164,1757.3514351386027
2018-05-05,1221,2018,7,S.C.G.,North Melbourne,Sydney,0,2,1,74.0,77.0,1369.0789300248157,1716.910418943584
2018-05-05,1222,2018,7,M.C.G.,Essendon,Hawthorn,1,-23,0,71.0,77.0,1387.096806287883,1571.844574916825
2018-05-05,1223,2018,7,Adelaide Oval,Adelaide,Carlton,1,55,1,86.5,61.5,1643.967823565332,1234.6774100642178
2018-05-05,1224,2018,7,Perth Stadium,Port Adelaide Power,West Coast,0,-42,0,71.0,82.0,1543.6093371892794,1699.555937953549
2018-05-05,1225,2018,7,Eureka Stadium,Gold Coast,Western Bulldogs,0,-9,0,69.5,75.0,1279.3098935685937,1472.0991506915866
2018-05-06,1226,2018,7,Docklands,St Kilda,Melbourne,1,-39,0,71.0,77.5,1463.5968871740063,1438.392984525297
2018-05-06,1227,2018,7,M.C.G.,Richmond,Fremantle,1,77,1,84.5,53.5,1630.804865449703,1330.9777150159262
2018-05-06,1228,2018,7,Gabba,Collingwood,Brisbane,0,7,1,76.0,66.0,1445.0636198745601,1218.9817614966205
2018-05-11,1229,2018,8,M.C.G.,Sydney,Hawthorn,0,8,1,77.5,71.0,1665.47933441031,1619.5438463428652
2018-05-12,1230,2018,8,Gabba,Melbourne,Gold Coast,0,69,1,83.0,62.0,1454.4792197256422,1296.8725597461334
2018-05-12,1231,2018,8,Perth Stadium,Fremantle,St Kilda,1,30,1,71.5,70.5,1496.4445006484218,1407.510651973661
2018-05-12,1232,2018,8,M.C.G.,Carlton,Essendon,1,13,1,75.5,72.5,1272.0798631005127,1379.3975348618428
2018-05-12,1233,2018,8,Sydney Showground,West Coast,GWS,0,25,1,81.0,68.5,1538.2416343633895,1608.336080864808
2018-05-12,1234,2018,8,Docklands,Western Bulldogs,Brisbane,1,14,1,83.0,66.0,1509.5364845140468,1187.5640370780395
2018-05-12,1235,2018,8,Adelaide Oval,Adelaide,Port Adelaide Power,0,-5,0,68.5,83.5,1631.5653705290372,1534.9236407794388
2018-05-13,1236,2018,8,Docklands,Richmond,North Melbourne,0,10,1,78.5,68.5,1595.3380798172072,1435.5100145580898
2018-05-13,1237,2018,8,M.C.G.,Collingwood,Geelong,1,-21,0,68.0,72.5,1451.481344293141,1595.695802393411
2018-05-18,1238,2018,9,Adelaide Oval,Adelaide,Western Bulldogs,1,37,1,77.0,74.5,1627.4973896618949,1473.6006315904506
2018-05-19,1239,2018,9,Docklands,Collingwood,St Kilda,0,28,1,85.5,75.5,1442.3730397793074,1436.268517166744
2018-05-19,1240,2018,9,Bellerive Oval,North Melbourne,GWS,1,43,1,75.0,70.0,1511.961548527209,1565.350260733592
2018-05-19,1241,2018,9,M.C.G.,Geelong,Essendon,0,-34,0,56.5,84.0,1604.8041069072447,1359.9061976419896
2018-05-19,1242,2018,9,S.C.G.,Sydney,Fremantle,1,59,1,76.5,63.5,1703.5076153310988,1337.6866354553388
2018-05-19,1243,2018,9,Jiangwan Stadium,Gold Coast,Port Adelaide Power,1,-40,0,67.0,83.5,1273.2457148834394,1553.991621646581
2018-05-20,1244,2018,9,Gabba,Hawthorn,Brisbane,0,-56,0,67.0,71.5,1566.5155654220764,1208.4998900016358
2018-05-20,1245,2018,9,Perth Stadium,Richmond,West Coast,0,-47,0,64.0,78.5,1603.886545848088,1726.2274544946056
2018-05-20,1246,2018,9,M.C.G.,Melbourne,Carlton,0,109,1,79.0,64.5,1463.1060645883363,1251.571200320366
2018-05-25,1247,2018,10,Docklands,Western Bulldogs,Collingwood,0,-35,0,65.5,83.5,1464.8419380699654,1457.109513469851
2018-05-26,1248,2018,10,Sydney Showground,Essendon,GWS,0,35,1,73.5,62.5,1384.0179725074595,1573.0632574357383
2018-05-26,1249,2018,10,Gabba,Sydney,Brisbane,0,18,1,71.5,75.0,1681.763545272961,1235.111233054075
2018-05-26,1250,2018,10,Kardinia Park,Carlton,Geelong,0,-28,0,62.0,83.0,1244.7209171735915,1750.6923320417748
2018-05-26,1251,2018,10,M.C.G.,St Kilda,Richmond,0,-28,0,79.0,75.5,1381.5320434762004,1633.9604330235804
2018-05-27,1252,2018,10,Perth Stadium,Fremantle,North Melbourne,1,-28,0,67.5,84.5,1504.4307055134766,1404.2485518250628
2018-05-27,1253,2018,10,Docklands,Hawthorn,West Coast,1,-15,0,80.5,78.0,1579.9042223696372,1566.153567319113
2018-05-27,1254,2018,10,Traeger Park,Melbourne,Adelaide,1,91,1,87.5,57.5,1479.9563477351107,1621.25608318238
2018-06-01,1255,2018,11,S.C.G.,Carlton,Sydney,0,-30,0,66.5,83.0,1243.174899277423,1708.894122101344
2018-06-02,1256,2018,11,M.C.G.,Richmond,Essendon,0,71,1,75.5,73.0,1599.646205772017,1406.459432769603
2018-06-02,1257,2018,11,Carrara,Gold Coast,Geelong,1,-85,0,57.0,82.0,1283.2734258670112,1582.2383499379432
2018-06-02,1258,2018,11,Docklands,Western Bulldogs,Melbourne,1,-49,0,63.0,85.5,1489.5081575718239,1490.741269076021
2018-06-02,1259,2018,11,Perth Stadium,St Kilda,West Coast,0,-13,0,68.5,70.5,1375.8462707277638,1751.7469210450006
2018-06-02,1260,2018,11,York Park,Port Adelaide Power,Hawthorn,0,-3,0,68.0,83.5,1558.9639106630093,1649.3108686437497
2018-06-03,1261,2018,11,M.C.G.,Collingwood,Fremantle,1,61,1,85.0,72.5,1512.4432939679925,1315.221509503826
2018-06-03,1262,2018,11,Adelaide Oval,GWS,Adelaide,0,16,1,77.0,71.0,1525.6217971735948,1615.47116184147
2018-06-03,1263,2018,11,Docklands,Brisbane,North Melbourne,0,-54,0,73.5,80.5,1207.980656225692,1463.4577478347135
2018-06-08,1264,2018,12,Adelaide Oval,Richmond,Port Adelaide Power,0,-14,0,72.0,80.0,1607.0707473727884,1562.7788971068344
2018-06-09,1265,2018,12,Kardinia Park,Geelong,North Melbourne,1,37,1,84.0,65.0,1756.7906975203541,1429.0630886744277
2018-06-09,1266,2018,12,Sydney Showground,GWS,Gold Coast,1,108,1,81.0,59.0,1569.4166830958409,1253.7210782846003
2018-06-09,1267,2018,12,Docklands,St Kilda,Sydney,1,-71,0,66.5,79.5,1412.7549711289387,1685.8174261337322
2018-06-10,1268,2018,12,Gabba,Brisbane,Essendon,1,-22,0,62.0,74.0,1227.3753153859777,1399.0348911688316
2018-06-10,1269,2018,12,Perth Stadium,Adelaide,Fremantle,0,-3,0,74.5,68.0,1581.6762759192238,1477.925978745952
2018-06-11,1270,2018,12,M.C.G.,Melbourne,Collingwood,1,-42,0,65.0,74.0,1505.6880315964174,1479.7388247258664
2018-06-14,1271,2018,13,Adelaide Oval,Western Bulldogs,Port Adelaide Power,0,-57,0,52.5,85.0,1434.5613950514273,1579.6808378802416
2018-06-15,1272,2018,13,S.C.G.,West Coast,Sydney,0,-15,0,60.5,86.0,1584.8382206438257,1715.975908861027
2018-06-16,1273,2018,13,M.C.G.,Adelaide,Hawthorn,0,-56,0,67.5,80.5,1562.3255739483166,1575.4958821999246
2018-06-16,1274,2018,13,Carrara,Gold Coast,St Kilda,1,-2,0,68.5,85.0,1274.5282971469367,1367.596488401644
2018-06-16,1275,2018,13,Docklands,Carlton,Fremantle,1,-57,0,63.0,80.5,1281.2515952450349,1327.2766807168593
2018-06-17,1276,2018,13,M.C.G.,Geelong,Richmond,1,-18,0,71.5,84.0,1590.7398415692173,1590.1688065993812
2018-06-21,1277,2018,14,Perth Stadium,West Coast,Essendon,1,-28,0,68.0,83.0,1745.245513646105,1407.173208863729
2018-06-22,1278,2018,14,Adelaide Oval,Melbourne,Port Adelaide Power,0,-10,0,64.0,81.5,1489.569792785987,1588.7561326738512
2018-06-23,1279,2018,14,Gabba,Brisbane,GWS,1,-27,0,68.5,71.5,1219.2369976910802,1548.6094642335045
2018-06-23,1280,2018,14,Docklands,Western Bulldogs,North Melbourne,1,-2,0,75.0,69.0,1425.4861002578177,1425.1139446255645
2018-06-23,1281,2018,14,York Park,Hawthorn,Gold Coast,1,53,1,78.0,61.0,1674.9275464835123,1238.4529484574857
2018-06-24,1282,2018,14,M.C.G.,Collingwood,Carlton,1,20,1,82.5,74.5,1495.857063536297,1228.2271155887388
